ISO3,country,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness,betweenness_weighted,strength_out,strength_in
FLK,Falkland Islands (Malvinas),0.01327433628318584,0.008849557522123894,0.004424778761061947,6.882989183874139e-06,0.0,127.0,39.562999999999995
SHN,Saint Helena,0.01327433628318584,0.01327433628318584,0.0,0.0,0.0,0.0,475.62952199999995
GUM,Guam,0.02654867256637168,0.017699115044247787,0.008849557522123894,7.406699690506552e-06,0.0,24.829,16003.761999999999
MNP,Northern Mariana Islands,0.02654867256637168,0.017699115044247787,0.008849557522123894,9.319365734381674e-05,0.0,1.446,4971.304
VAT,Holy See,0.008849557522123894,0.004424778761061947,0.004424778761061947,0.0,0.0,16.19967,7.03895
SMR,San Marino,0.008849557522123894,0.004424778761061947,0.004424778761061947,6.227466404457554e-06,0.0,0.26,7.786
NIU,Niue,0.01327433628318584,0.008849557522123894,0.004424778761061947,3.4239359460598396e-06,0.0,30.636,82.69026
TKL,Tokelau,0.022123893805309734,0.01327433628318584,0.008849557522123894,0.00014154666485049965,0.0,1950.3560000000002,28.656
VGB,British Virgin Islands,0.035398230088495575,0.017699115044247787,0.017699115044247787,1.3461364687420692e-05,0.0,409.31417,1237.771
NFK,Norfolk Islands,0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.0,15.906947
AIA,Anguilla,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,849.558
ESH,Western Sahara,0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.0,15.056
SSD,South Sudan,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.0,1370.013
PCN,Pitcairn,0.004424778761061947,0.0,0.004424778761061947,0.0,0.0,8.423123,0.0
UMI,United States Minor Outlying Islands,0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.0,16079.53
SXM,Sint Maarten (Dutch part),0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.0,1834.2510000000002
