ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
SRB,0.001885621474756134,Serbia,0.001407510438910959,-0.00047811103584517495,66.0,78.0,-12.0
URY,0.000879087184609184,Uruguay,0.00038904924808944166,-0.0004900379365197424,82.0,111.0,-29.0
ATG,0.0006180017620603942,Antigua and Barbuda,0.00012724644818501584,-0.0004907553138753784,94.0,137.0,-43.0
MDG,0.0006902439148809082,Madagascar,0.00015508509535875397,-0.0005351588195221542,90.0,133.0,-43.0
HTI,0.0006806297968695213,Haiti,8.929990527945645e-05,-0.0005913298915900648,92.0,144.0,-52.0
PHL,0.0012686259126250968,Philippines,0.0006598140386420295,-0.0006088118739830674,76.0,92.0,-16.0
GAB,0.0007573881654157407,Gabon,0.00014328405220497806,-0.0006141041132107627,87.0,135.0,-48.0
COG,0.000815111550088265,"Congo, Republic",0.00019020775775539092,-0.000624903792332874,84.0,129.0,-45.0
BRN,0.0006915165798375637,Brunei Darussalam,6.649630743401184e-05,-0.0006250202724035519,89.0,156.0,-67.0
SYR,0.0007832107775662317,Syria,2.5204392548118564e-05,-0.0007580063850181131,86.0,172.0,-86.0
BFA,0.0009029273042525803,Burkina Faso,3.087959990866162e-05,-0.0008720477043439186,81.0,170.0,-89.0
KGZ,0.0011092727398450879,Kyrgyzstan,0.0001833682414832772,-0.0009259044983618107,78.0,130.0,-52.0
ANT,0.0009592520061236185,Netherlands Antilles,0.0,-0.0009592520061236185,80.0,189.0,-109.0
BLR,0.001159538831315299,Belarus,6.743842041838976e-05,-0.0010921004108969093,77.0,153.0,-76.0
GRC,0.0037404931729293,Greece,0.002588002426845163,-0.0011524907460841371,55.0,57.0,-2.0
ABW,0.0012873811047249461,Aruba,9.146726226908233e-05,-0.0011959138424558638,75.0,143.0,-68.0
RUS,0.00956758387578991,Russian Federation,0.008327684714565825,-0.0012398991612240853,29.0,26.0,3.0
COL,0.003516461439302498,Colombia,0.0021813253150753135,-0.0013351361242271843,56.0,64.0,-8.0
TTO,0.0023577124912004966,Trinidad and Tobago,0.0009646349179635884,-0.0013930775732369082,61.0,87.0,-26.0
