ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
VAT,0.0,Holy See,0.0,0.0,104.0,102.0,2.0
VGB,0.0,British Virgin Islands,0.0,0.0,104.0,102.0,2.0
WLF,0.0,Wallis and Futuna Islands,0.0,0.0,104.0,102.0,2.0
WSM,0.0,Samoa,0.0,0.0,104.0,102.0,2.0
MEX,0.003775811209439528,Mexico,0.0037561455260570306,-1.9665683382497166e-05,81.0,91.0,-10.0
SLB,1.9665683382497542e-05,Solomon Islands,0.0,-1.9665683382497542e-05,100.0,102.0,-2.0
SOM,1.9665683382497542e-05,Somalia,0.0,-1.9665683382497542e-05,100.0,102.0,-2.0
ZWE,1.9665683382497542e-05,Zimbabwe,0.0,-1.9665683382497542e-05,100.0,102.0,-2.0
ETH,0.004365781710914454,Ethiopia,0.0043461160275319564,-1.96656833824976e-05,76.0,73.0,3.0
DJI,3.9331366764995083e-05,Djibouti,0.0,-3.9331366764995083e-05,97.0,102.0,-5.0
MLI,3.9331366764995083e-05,Mali,0.0,-3.9331366764995083e-05,97.0,102.0,-5.0
VEN,3.9331366764995083e-05,Venezuela,0.0,-3.9331366764995083e-05,97.0,102.0,-5.0
ECU,5.899705014749262e-05,Ecuador,0.0,-5.899705014749262e-05,95.0,102.0,-7.0
MWI,5.899705014749262e-05,Malawi,0.0,-5.899705014749262e-05,95.0,102.0,-7.0
LBY,0.008770894788593903,Libya,0.008692232055063913,-7.86627335299904e-05,52.0,56.0,-4.0
MKD,0.004405113077679449,North Macedonia,0.004326450344149459,-7.86627335299904e-05,64.0,84.0,-20.0
RWA,0.004523107177974435,Rwanda,0.004424778761061947,-9.8328416912488e-05,61.0,68.0,-7.0
IDN,0.00015732546705998033,Indonesia,1.9665683382497542e-05,-0.0001376597836774828,91.0,99.0,-8.0
BDI,0.0001376597836774828,Burundi,0.0,-0.0001376597836774828,93.0,102.0,-9.0
HRV,0.00015732546705998033,Croatia,0.0,-0.00015732546705998033,91.0,102.0,-11.0
SYR,0.0002753195673549656,Syria,0.0,-0.0002753195673549656,89.0,102.0,-13.0
YEM,0.0006096361848574238,Yemen,0.0,-0.0006096361848574238,84.0,102.0,-18.0
PHL,0.0006686332350049164,Philippines,0.0,-0.0006686332350049164,83.0,102.0,-19.0
